"rules","support","confidence","coverage","lift","count"
"{toothed=yes,venomous=no} => {airborne=no}",0.535353535353535,0.963636363636364,0.555555555555556,1.272,53
"{toothed=yes,tail=yes} => {feathers=no}",0.525252525252525,1,0.525252525252525,1.25316455696203,52
"{feathers=no,toothed=yes} => {tail=yes}",0.525252525252525,0.88135593220339,0.595959595959596,1.16338983050847,52
"{feathers=no,tail=yes} => {toothed=yes}",0.525252525252525,0.945454545454545,0.555555555555556,1.5864406779661,52
"{toothed=yes,tail=yes} => {backbone=yes}",0.525252525252525,1,0.525252525252525,1.22222222222222,52
"{toothed=yes,backbone=yes} => {tail=yes}",0.525252525252525,0.88135593220339,0.595959595959596,1.16338983050847,52
"{feathers=no,toothed=yes} => {backbone=yes}",0.595959595959596,1,0.595959595959596,1.22222222222222,59
"{toothed=yes,backbone=yes} => {feathers=no}",0.595959595959596,1,0.595959595959596,1.25316455696203,59
"{feathers=no,backbone=yes} => {toothed=yes}",0.595959595959596,0.967213114754098,0.616161616161616,1.62295081967213,59
"{feathers=no,toothed=yes} => {domestic=no}",0.515151515151515,0.864406779661017,0.595959595959596,0.983635300993571,51
"{toothed=yes,domestic=no} => {feathers=no}",0.515151515151515,1,0.515151515151515,1.25316455696203,51
"{feathers=no,toothed=yes} => {venomous=no}",0.555555555555556,0.932203389830508,0.595959595959596,1.01415533618923,55
"{toothed=yes,venomous=no} => {feathers=no}",0.555555555555556,1,0.555555555555556,1.25316455696203,55
"{toothed=yes,backbone=yes} => {domestic=no}",0.515151515151515,0.864406779661017,0.595959595959596,0.983635300993571,51
"{toothed=yes,domestic=no} => {backbone=yes}",0.515151515151515,1,0.515151515151515,1.22222222222222,51
"{toothed=yes,backbone=yes} => {venomous=no}",0.555555555555556,0.932203389830508,0.595959595959596,1.01415533618923,55
"{toothed=yes,venomous=no} => {backbone=yes}",0.555555555555556,1,0.555555555555556,1.22222222222222,55
"{aquatic=no,breathes=yes} => {backbone=yes}",0.525252525252525,0.825396825396825,0.636363636363636,1.00881834215168,52
"{aquatic=no,backbone=yes} => {breathes=yes}",0.525252525252525,1,0.525252525252525,1.26923076923077,52
"{aquatic=no,breathes=yes} => {fins=no}",0.636363636363636,1,0.636363636363636,1.20731707317073,63
"{aquatic=no,fins=no} => {breathes=yes}",0.636363636363636,0.984375,0.646464646464646,1.24939903846154,63
"{breathes=yes,fins=no} => {aquatic=no}",0.636363636363636,0.851351351351351,0.747474747474748,1.31693412162162,63
